AccidentExpl;AccidentSeverityCategory;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;AccidentInvolvingMotorcycle;RoadType;AccidentYear;AccidentMonth;AccidentWeekDay;AccidentHour;Latidute_wgs84;Longitude_wgs84;geometry
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;7;47.38387332838034;8.527236744451171;POINT (8.527237510105772 47.38387683378689)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;16;47.39632160719806;8.543453808456569;POINT (8.543454802751791 47.39632502784922)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;18;47.39309272782562;8.513847533346988;POINT (8.51384827870387 47.393096224036114)
Frontalkollision;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;19;47.38910045817357;8.51754193152097;POINT (8.517542670431643 47.38910396265417)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Dienstag;20;47.39748787936215;8.53242959790921;POINT (8.53243052199674 47.39749131958232)
Ueberqueren der Fahrbahn;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Mittwoch;14;47.371730488288705;8.519507686078601;POINT (8.519508294887459 47.37173405781042)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;6;Mittwoch;14;47.41056838321928;8.550175785949719;POINT (8.550176965326706 47.41057173141194)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;8;47.38219911420681;8.545346374324987;POINT (8.545347254524911 47.38220258767884)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;6;Donnerstag;8;47.39083241853659;8.478740562769815;POINT (8.478741014302308 47.390835988877186)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;6;Donnerstag;12;47.36002878290728;8.550671449049865;POINT (8.550672176559068 47.36003233557165)
Ueberqueren der Fahrbahn;Unfall mit Getöteten;False;True;False;Nebenstrasse;2019;6;Donnerstag;14;47.38826716335299;8.520081376296508;POINT (8.520082127021922 47.388270665983775)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;18;47.40234810806378;8.499301811202352;POINT (8.49930252324413 47.402351596920255)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;18;47.39873975149251;8.49552065972944;POINT (8.495521310662788 47.39874326138735)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;19;47.37578135197499;8.51629253521827;POINT (8.516293153610741 47.37578491167089)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Donnerstag;19;47.37790583648868;8.54185391333995;POINT (8.541854731713254 47.37790933499793)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;6;Donnerstag;20;47.39767970325139;8.541587562641055;POINT (8.541588555925173 47.3976831226232)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Freitag;1;47.38223223069645;8.53716246747966;POINT (8.53716329030492 47.3822357217907)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Freitag;13;47.3742328096847;8.524126774321493;POINT (8.52412743659562 47.374236359991514)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;6;Freitag;17;47.380348421348124;8.528065313268245;POINT (8.528066054864643 47.380351939131934)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;6;Freitag;18;47.36764918363605;8.534518594042884;POINT (8.534519275316383 47.367652739271705)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;6;Freitag;20;47.398030437741944;8.53592484736486;POINT (8.535925802298797 47.39803386821139)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;andere;2019;6;Samstag;1;47.40140215207711;8.485650461976569;POINT (8.4856510558335 47.4014056700444)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;6;Samstag;15;47.34267529428987;8.53105449741763;POINT (8.531054961090339 47.342678958787)
Abbiegeunfall;Unfall mit Schwerverletzten;False;True;True;Nebenstrasse;2019;6;Samstag;16;47.37375327825956;8.515774855340469;POINT (8.515775453535175 47.37375684703254)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Samstag;17;47.33798657820958;8.537918893695354;POINT (8.53791936727787 47.337990248430856)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Samstag;23;47.36996672867247;8.520544425062063;POINT (8.520545027087845 47.369970303205754)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Sonntag;3;47.36645224980916;8.547773478260764;POINT (8.547774239780635 47.36645578228563)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;6;Sonntag;19;47.36626475296394;8.54856396276829;POINT (8.548564728010733 47.366268284499085)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;True;True;False;andere;2019;7;Montag;8;47.363393726871216;8.535543230832356;POINT (8.535543884534967 47.36339729768637)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Montag;11;47.42257106563571;8.507855377863995;POINT (8.507856342634483 47.42257446019488)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;7;Montag;13;47.37734565067858;8.498883933496804;POINT (8.498884435332297 47.377349237230554)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Montag;16;47.39167360423066;8.51940870712977;POINT (8.519409482253447 47.39167709478226)
Abbiegeunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;7;Montag;17;47.40556013612977;8.54996533552183;POINT (8.54996646454708 47.40556350487034)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Montag;19;47.37710574349569;8.54837911307768;POINT (8.548379969636457 47.377109231026324)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Dienstag;8;47.34521960656569;8.528340591855958;POINT (8.528341056456552 47.34522326595164)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Mittwoch;10;47.4254696295232;8.542096622777365;POINT (8.542097890060235 47.425472937603175)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Mittwoch;12;47.35335250026867;8.511881741734591;POINT (8.51188215460345 47.35335615798834)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Mittwoch;14;47.40117130189608;8.593024076662434;POINT (8.593025461508683 47.401174582286124)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Mittwoch;18;47.37052916592911;8.524832590155066;POINT (8.524833227192204 47.370532729674785)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Mittwoch;19;47.389209389456;8.544087892598903;POINT (8.544088826476754 47.38921283732765)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;7;Mittwoch;23;47.373335395427574;8.531536952151733;POINT (8.531537659570585 47.3733389342236)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Donnerstag;7;47.38072281099008;8.53318486833744;POINT (8.533185649817403 47.38072631660006)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;7;Donnerstag;10;47.39790337922106;8.534147058785644;POINT (8.5341479994032 47.39790681407095)
Frontalkollision;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Donnerstag;18;47.42526267961529;8.553358573637192;POINT (8.553359925370113 47.42526596173849)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;True;Nebenstrasse;2019;7;Donnerstag;18;47.37255821286452;8.51756476272368;POINT (8.517565364231732 47.372561782899574)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Freitag;7;47.39240112574151;8.491262211678226;POINT (8.491262775854457 47.392404667864774)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Freitag;9;47.38060456252572;8.512231652747383;POINT (8.512232280727739 47.3806081110461)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;andere;2019;7;Freitag;13;47.41993929642664;8.503548363688932;POINT (8.503549268280535 47.419942709768165)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Freitag;15;47.33948386793925;8.527998491015634;POINT (8.52799891135752 47.33948755145419)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Sonntag;1;47.40044466834019;8.595525524062701;POINT (8.595526917913958 47.40044794520894)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Sonntag;17;47.359161829595635;8.53218643309479;POINT (8.532187030164195 47.359165424491145)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Montag;9;47.366041694707654;8.532340741525678;POINT (8.532341394669247 47.366045261345185)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Montag;15;47.364655449220194;8.53718437548519;POINT (8.53718505060561 47.364659011499654)
Abbiegeunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;7;Montag;19;47.3798972792581;8.511873092839851;POINT (8.511873712357533 47.37990083126806)
Frontalkollision;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Dienstag;7;47.36627446649975;8.54473788298919;POINT (8.544738622627223 47.36627800623518)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Dienstag;8;47.36041907707444;8.526691866840414;POINT (8.526692436192597 47.36042267788133)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Dienstag;14;47.36691667450251;8.544367245941448;POINT (8.544367988419589 47.366920212401254)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Dienstag;17;47.38260800056879;8.487029559740533;POINT (8.487030012039195 47.382611587978765)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Dienstag;18;47.39346154467923;8.48344131966057;POINT (8.483441830117965 47.39346509680101)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Mittwoch;0;47.374309250369556;8.542640215505102;POINT (8.542641008479016 47.37431276180027)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Mittwoch;7;47.394389150347735;8.541413503545265;POINT (8.541414465279374 47.39439258329609)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Mittwoch;8;47.411837322950625;8.537878780820238;POINT (8.537879880393666 47.41184069433317)
Einbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;7;Mittwoch;8;47.403471781332506;8.497416338452943;POINT (8.497417045147698 47.40347526949648)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;7;Mittwoch;11;47.38779717841534;8.544085099503391;POINT (8.54408602064728 47.387800631996384)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Mittwoch;14;47.37696420937339;8.54343675855013;POINT (8.54343757979909 47.37696770828374)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;andere;2019;7;Mittwoch;18;47.40316078593062;8.540323107246666;POINT (8.540324142407565 47.40316418623545)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Mittwoch;18;47.3813988034883;8.535887167221276;POINT (8.535887973763407 47.38140230066102)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Donnerstag;7;47.36768439372694;8.49501115752408;POINT (8.495011555850509 47.367688025115235)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Donnerstag;7;47.40446234677107;8.559322906193323;POINT (8.559324092231153 47.40446569792766)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;7;Donnerstag;19;47.40536676529739;8.503614922214942;POINT (8.503615695095384 47.40537023417079)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Freitag;9;47.40291792843745;8.491085704024279;POINT (8.491086354892762 47.402921430658466)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Freitag;15;47.36646710336887;8.541524614494556;POINT (8.54152533399649 47.366470649154685)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Freitag;16;47.38829459124467;8.536254265016925;POINT (8.536255134546385 47.38829805991268)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Freitag;17;47.37380472355735;8.536114911912902;POINT (8.53611565533686 47.37380825091567)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Samstag;13;47.37232867686374;8.542811071459475;POINT (8.542811848778825 47.372332195993025)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;7;Samstag;14;47.38932007800979;8.520990176567098;POINT (8.520990943131387 47.38932357462557)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Montag;10;47.36227399337697;8.5473026659436;POINT (8.547303389666782 47.36227754403993)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Montag;18;47.36682737216055;8.543359165042267;POINT (8.543359899962029 47.36683091257721)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Montag;20;47.37064109979221;8.53203784796852;POINT (8.532038536594577 47.3706446484335)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Dienstag;16;47.38316239160008;8.506058557481545;POINT (8.506059160241279 47.38316594195401)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;7;Dienstag;20;47.34366978773409;8.535270064720734;POINT (8.53527056331777 47.34367343981421)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Mittwoch;8;47.36227399337697;8.5473026659436;POINT (8.547303389666782 47.36227754403993)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Hauptstrasse;2019;7;Mittwoch;18;47.37653661653811;8.548632113996502;POINT (8.548632967337609 47.376540105835524)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Donnerstag;12;47.38686846170358;8.502146093074016;POINT (8.502146696511959 47.386872005005934)
Einbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;7;Donnerstag;14;47.369216077479074;8.51809296437814;POINT (8.518093542895038 47.369219659825795)
Einbiegeunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;7;Donnerstag;15;47.3716846540203;8.519599444114698;POINT (8.519600053211878 47.371688223544375)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;7;Donnerstag;16;47.38411500830835;8.53117518197944;POINT (8.531175978247061 47.38411850453319)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;True;Nebenstrasse;2019;7;Freitag;5;47.376121562512395;8.535579942345002;POINT (8.535580701570769 47.376125081625965)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;7;Freitag;17;47.39217681805495;8.517537964022658;POINT (8.517538729428466 47.39218031042791)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;7;Samstag;10;47.37691434400812;8.52402245522116;POINT (8.524023138902285 47.37691788379355)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Samstag;13;47.40429678827362;8.544758562607605;POINT (8.544759641301063 47.404300174035214)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;andere;2019;7;Samstag;16;47.341490832638456;8.51831283081004;POINT (8.518313201447988 47.341494526316446)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Samstag;18;47.34364737891401;8.519521067060545;POINT (8.519521461299327 47.343651061575436)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Sonntag;13;47.37737323851358;8.498818270211004;POINT (8.498818771768617 47.377376825078024)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Sonntag;15;47.383336468273406;8.515412220370978;POINT (8.515412894602006 47.38333999976012)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Montag;16;47.37287865322365;8.53606937006292;POINT (8.53607010539899 47.37288218442756)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Montag;16;47.3613037046258;8.533977824458578;POINT (8.533978450714601 47.361307287162184)
Ueberqueren der Fahrbahn;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;7;Dienstag;12;47.392788157198986;8.523338948724929;POINT (8.523339763040662 47.392791635270775)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Dienstag;12;47.36140250708352;8.533993091996756;POINT (8.533993719145766 47.36140608918653)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Dienstag;15;47.37328500962653;8.533058684477853;POINT (8.5330594021666 47.37328854547307)
Abbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Dienstag;17;47.37886384292151;8.544204476230984;POINT (8.54420531925918 47.378867332441224)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Hauptstrasse;2019;7;Mittwoch;8;47.38916703730361;8.5152253443195;POINT (8.515226066401679 47.389170546171854)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Mittwoch;18;47.3592485005386;8.535378556645336;POINT (8.535379176032219 47.3592520885858)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;7;Mittwoch;19;47.41277792486115;8.517279255512825;POINT (8.517280204264058 47.41278133737941)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Donnerstag;6;47.326915008862066;8.517726903212514;POINT (8.517727169002919 47.326918763000485)
Frontalkollision;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Donnerstag;8;47.39091927315012;8.523115480579278;POINT (8.52311627685939 47.3909227590754)
Parkierunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Donnerstag;13;47.38033267815589;8.53638171190369;POINT (8.536382512756761 47.38033617857371)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Donnerstag;17;47.37005375035485;8.56416091692621;POINT (8.564161817638384 47.370057231431886)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;7;Donnerstag;17;47.36965807566043;8.525635759914525;POINT (8.525636395562264 47.36966164129502)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Donnerstag;18;47.36782536954929;8.546226462051466;POINT (8.54622722466821 47.36782889973377)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;7;Freitag;0;47.37907868643404;8.52247737059357;POINT (8.522478061124277 47.37908222069885)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;7;Freitag;1;47.38124859114289;8.517449264779202;POINT (8.517449936651959 47.381252126852196)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Freitag;7;47.360513969061806;8.54979459813773;POINT (8.549795323869494 47.36051752161656)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Freitag;19;47.3697675869458;8.543486276033189;POINT (8.54348703637148 47.369771115074776)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;7;Freitag;22;47.365041444914084;8.53157882372843;POINT (8.531579463528663 47.36504501716287)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;7;Sonntag;13;47.397273781475945;8.50820902012696;POINT (8.508209758300712 47.39727727257899)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;7;Mittwoch;17;47.37869854128444;8.54361836517879;POINT (8.543619202695664 47.37870203275191)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Donnerstag;4;47.3474345553012;8.532872502906201;POINT (8.53287301405418 47.34743819670432)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;8;Donnerstag;5;47.355042881741625;8.523511248638792;POINT (8.523511754564241 47.355046510566524)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Donnerstag;16;47.36179840534384;8.560226928114645;POINT (8.560227732515216 47.36180192965696)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;8;Donnerstag;18;47.37144080711929;8.527366941521963;POINT (8.527367603913653 47.37144436208616)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;8;Freitag;13;47.3791242745071;8.522412082963548;POINT (8.52241277340093 47.37912780872187)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Freitag;14;47.369506271494885;8.543533824259745;POINT (8.543534582728165 47.369509800589206)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Samstag;6;47.3720859918381;8.54936042642778;POINT (8.549361246319434 47.372089497746046)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;8;Samstag;12;47.38356543456033;8.540739330621214;POINT (8.540740190456063 47.383568912567064)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Nebenstrasse;2019;8;Sonntag;8;47.404447472466664;8.594631963795143;POINT (8.59463339297655 47.404450734914036)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Sonntag;16;47.39959087138166;8.543031398448548;POINT (8.543032420057413 47.39959427987201)
Abbiegeunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;8;Montag;13;47.361287609805885;8.547917610360948;POINT (8.54791833005737 47.36129116320958)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Montag;18;47.387267601778305;8.500803082448016;POINT (8.500803678858043 47.38727114606012)
Frontalkollision;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Montag;19;47.39588404394826;8.494020120994259;POINT (8.49402073591756 47.395887567611325)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Montag;20;47.362984787129676;8.54915765066712;POINT (8.549158392561289 47.36298833087367)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;8;Dienstag;0;47.36751335638908;8.494041256412569;POINT (8.494041646238772 47.3675169901628)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Dienstag;7;47.358914162226306;8.516428318660294;POINT (8.516428805064908 47.358917789069324)
Auffahrunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;8;Dienstag;20;47.37815262668484;8.509891316164646;POINT (8.509891906778078 47.3781561894081)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Mittwoch;16;47.37850011539434;8.566021049525835;POINT (8.566022037521833 47.37850355711695)
Frontalkollision;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;8;Donnerstag;8;47.347361178536154;8.566673297427151;POINT (8.566674023539672 47.34736474886038)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Donnerstag;19;47.38948809951256;8.521298232834416;POINT (8.521299003145861 47.38949159483416)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;False;Hauptstrasse;2019;8;Freitag;7;47.39343248569251;8.524650208925328;POINT (8.524651038716417 47.393435958490656)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;False;Nebenstrasse;2019;8;Freitag;13;47.37149558893257;8.518655503740806;POINT (8.518656104540883 47.37149916106918)
Ueberqueren der Fahrbahn;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Freitag;14;47.360356799714005;8.566934910136633;POINT (8.566935745284287 47.36036031488967)
Einbiegeunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Freitag;14;47.41212795995123;8.569303238478007;POINT (8.569304572428868 47.41213125568939)
Auffahrunfall;Unfall mit Leichtverletzten;False;True;True;Nebenstrasse;2019;8;Freitag;16;47.3787787592509;8.516075017676233;POINT (8.516075659005923 47.37878230747261)
Schleuder- oder Selbstunfall;Unfall mit Schwerverletzten;False;True;True;Nebenstrasse;2019;8;Freitag;23;47.37703051225887;8.524104273928446;POINT (8.524104959163347 47.37703405141424)
Schleuder- oder Selbstunfall;Unfall mit Sachschaden;False;True;False;Hauptstrasse;2019;8;Samstag;0;47.353826873655386;8.534168450009208;POINT (8.534169018693001 47.353830486303345)
Fussgaengerunfall;Unfall mit Leichtverletzten;True;True;False;Nebenstrasse;2019;8;Samstag;13;47.37278819746528;8.53422696524279;POINT (8.534227686967334 47.37279173288857)
Ueberholunfall oder Fahrstreifenwechsel;Unfall mit Leichtverletzten;False;True;False;Hauptstrasse;2019;8;Samstag;18;47.39712693975716;8.530647045435042;POINT (8.530647952989739 47.39713038524381)
Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;False;True;False;Nebenstrasse;2019;8;Samstag;21;47.39200009092556;8.50068544105446;POINT (8.50068607582914 47.39200361705428)
